
























STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完璧
STR_ORDERS_OCCUPANCY_LIST_TOOLTIP                               :{BLACK}指令積載率 - これは、指令を共有する全ての輸送機器について、拠点を出るときの最近の積載レベルの移動平均を示しています
STR_ORDERS_OCCUPANCY_PERCENT                                    :{NUM}%

STR_ORDERS_NEW_GROUP_TOOLTIP                                    :{BLACK}単一の輸送機器からグループを作成します
STR_ORDERS_VEH_WITH_SHARED_ORDERS_LIST_TOOLTIP_EXTRA            :{STRING}{}{BLACK}Ctrl+クリックで1編成からグループを作成します

STR_ORDER_GO_TO_WAYPOINT_REVERSE                                :{WAYPOINT}を経由して折り返す
STR_ORDER_GO_NON_STOP_TO_WAYPOINT_REVERSE                       :直通運転で{WAYPOINT}を経由して折り返す
STR_ORDER_SELL_ORDER                                            :(売却)
STR_ORDER_CARGO_TYPE_LOAD                                       :(貨物の種類によって積載)
STR_ORDER_UNLOAD_CARGO_TYPE_LOAD                                :(荷下ろしして貨物の種類によって積載)
STR_ORDER_TRANSFER_CARGO_TYPE_LOAD                              :(転載して貨物の種類によって積載)
STR_ORDER_NO_UNLOAD_CARGO_TYPE_LOAD                             :(荷下ろしせず貨物の種類によって積載)
STR_ORDER_CARGO_TYPE_UNLOAD                                     :(貨物の種類によって荷下ろし)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD                           :(貨物の種類によって荷下ろしして満載まで待機)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD_ANY                       :(貨物の種類によって荷下ろししていずれかの貨物の満載まで待機)
STR_ORDER_CARGO_TYPE_UNLOAD_NO_LOAD                             :(貨物の種類によって荷下ろしして空荷のまま出発)
STR_ORDER_CARGO_TYPE_UNLOAD_CARGO_TYPE_LOAD                     :(貨物の種類によって荷下ろしと積載)
STR_ORDER_CARGO_TYPE_LOAD_REFIT                                 :({STRING}に自動改造し貨物の種類によって積載)
STR_ORDER_UNLOAD_CARGO_TYPE_LOAD_REFIT                          :(荷下ろしして{STRING}に自動改造し貨物の種類によって積載)
STR_ORDER_TRANSFER_CARGO_TYPE_LOAD_REFIT                        :(転載して{STRING}に自動改造し貨物の種類によって積載)
STR_ORDER_NO_UNLOAD_CARGO_TYPE_LOAD_REFIT                       :(荷下ろしせず{STRING}に自動改造し貨物の種類によって積載)
STR_ORDER_CARGO_TYPE_UNLOAD_REFIT                               :(貨物の種類によって荷下ろしして{STRING}に自動改造し追加で積載する)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD_REFIT                     :(貨物の種類によって荷下ろしして{STRING}に自動改造し満載するまで待機)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD_ANY_REFIT                 :(貨物の種類によって荷下ろしして{STRING}に自動改造しいずれかの貨物の満載まで待機)
STR_ORDER_CARGO_TYPE_UNLOAD_CARGO_TYPE_LOAD_REFIT               :(貨物の種類によって荷下ろしして{STRING}に自動改造し貨物の種類によって積載)

STR_ORDER_RV_DIR_ANY                                            :[方面不問]
STR_ORDER_RV_DIR_NE                                             :[北東方面]
STR_ORDER_RV_DIR_SE                                             :[南東方面]
STR_ORDER_RV_DIR_SW                                             :[南西方面]
STR_ORDER_RV_DIR_NW                                             :[北西方面]

STR_ORDER_CONDITIONAL_UNDEFINED_STATION                         :{PUSH_COLOUR}{RED}不明な駅{POP_COLOUR}

STR_ORDER_CONDITIONAL_FREE_PLATFORMS_DISPLAY                    :{1:STRING} の空きプラットフォームが {3:COMMA} つ {2:STRING} ならば指令{0:COMMA} へ飛ぶ
STR_ORDER_CONDITIONAL_PERCENT_DISPLAY                           :{1:COMMA} パーセントの回数で指令{0:COMMA} へ飛ぶ
STR_ORDER_CONDITIONAL_CARGO_ACCEPTANCE                          :{1:STRING} が {3:STRING} を {2:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_CARGO_WAITING_DISPLAY                     :{1:STRING} が {3:STRING} の積み込み待ち {2:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_SLOT                                      :{1:TRSLOT} が {2:STRING}時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_INVALID_SLOT                              :{PUSH_COLOUR}{RED}{1:STRING}{POP_COLOUR} が {2:STRING}時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_IN_SLOT                                   :スロット: {2:TRSLOT} に {1:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_IN_INVALID_SLOT                           :{PUSH_COLOUR}{RED}{2:STRING}{POP_COLOUR} に {1:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_LOAD_PERCENTAGE_DISPLAY                   :{1:STRING} の積載率が {3:COMMA} {2:STRING}時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_CARGO_WAITING_AMOUNT_DISPLAY              :{2:STRING} の {1:STRING} が {4:CARGO_SHORT} {3:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_CARGO_WAITING_AMOUNT_VIA_DISPLAY          :{3:STRING}経由で{2:STRING}の {1:STRING} が {5:CARGO_SHORT} {4:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_COUNTER                                   :{1:TRCOUNTER} の値が {3:COMMA} {2:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_INVALID_COUNTER                           :{PUSH_COLOUR}{RED}{1:STRING}{POP_COLOUR} の値が {3:COMMA} {2:STRING} 時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_TIME_HHMM                                 :{1:STRING} {3:TIME_HHMM} {2:STRING}時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_TIMETABLE                                 :{1:STRING} {3:TT_TICKS} {2:STRING}時、指令{0:COMMA}に飛ぶ
STR_ORDER_CONDITIONAL_DISPATCH_SLOT_DISPLAY                     :{1:STRING} {3:STRING} {2:STRING}時、指令{0:COMMA}に飛ぶ

STR_ORDER_TRY_ACQUIRE_SLOT                                      :スロット: {STRING} の確保を試行
STR_ORDER_RELEASE_SLOT                                          :スロット: {STRING} を解放

STR_TIMETABLE_MINUTES                                           :{COMMA}分
STR_TIMETABLE_HOURS                                             :{COMMA}時間
STR_TIMETABLE_HOURS_MINUTES                                     :{COMMA}時間{COMMA}分
STR_TIMETABLE_MINUTES_SUFFIX                                    : ({STRING})

STR_TIMETABLE_LEFTOVER_TICKS                                    : + {COMMA}ゲーム時

STR_TIMETABLE_AUTOMATE                                          :{BLACK}自動化
STR_TIMETABLE_AUTOMATE_TOOLTIP                                  :{BLACK}ダイヤを道程毎に自動で更新して管理します

STR_TIMETABLE_AUTO_SEPARATION                                   :{BLACK}自動分離
STR_TIMETABLE_AUTO_SEPARATION_TOOLTIP                           :{BLACK}自動的にダイヤの開始時刻を調整して輸送機器の分離を確保します

STR_TIMETABLE_SCHEDULED_DISPATCH                                :{BLACK}運行計画
STR_TIMETABLE_SCHEDULED_DISPATCH_TOOLTIP                        :{BLACK}自動的にダイヤの開始時刻を設定するために運行計画ウィンドウを開きます
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER                          :{PUSH_COLOUR}{YELLOW}[{STRING}運行計画]{POP_COLOUR}
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER_NO_WAIT_TIME             :{PUSH_COLOUR}{RED}[{STRING}運行計画 - 運休時間のないダイヤ設定]{POP_COLOUR}
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER_SCHEDULE_INDEX           :{NUM}{NBSP}-{NBSP}
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER_NAMED_SCHEDULE           :{STRING}{NBSP}-{NBSP}

STR_TIMETABLE_LOCK_ORDER_TIME_TOOLTIP                           :{BLACK}指定した指令の時刻をロック/ロック解除します(Ctrl+クリックで全ての指令の状態をロックします)。{}ロックされた時刻はオートフィルや自動化により変更されることはありません。

STR_TIMETABLE_LEAVE_EARLY_ORDER                                 :[早発]
STR_TIMETABLE_LEAVE_EARLY_ORDER_FULL_ANY                        :[いずれかの貨物が満載時に早発]
STR_TIMETABLE_LEAVE_EARLY_ORDER_FULL_ALL                        :[全ての貨物が満載時に早発]
STR_TIMETABLE_LEAVE_NORMAL                                      :ダイヤ通りに発車
STR_TIMETABLE_LEAVE_EARLY                                       :早発
STR_TIMETABLE_LEAVE_EARLY_FULL_ANY                              :いずれかが満載時に早発
STR_TIMETABLE_LEAVE_EARLY_FULL_ALL                              :満載時に早発

STR_TIMETABLE_EXTRA_DROP_DOWN                                   :{BLACK}エクストラ
STR_TIMETABLE_EXTRA_DROP_DOWN_TOOLTIP                           :{BLACK}エクストラオプション{}{}ダイヤ通りに発車: 輸送機器は発車する前にダイヤの発車時刻になるまで待機します(デフォルト)。{}早発: 輸送機器は積載/荷下ろしが終了次第、ダイヤの発車時刻になる前でも速やかに発車します。{}いずれかが満載時に早発: いずれかの貨物が満載の時、前述したとおりの挙動をします。{}満載時に早発: 全ての貨物が満載の時、前述したとおりの挙動をします。

STR_TIMETABLE_ASSIGN_SCHEDULE_DROP_DOWN                         :{BLACK}計画の割り当て
STR_TIMETABLE_ASSIGN_SCHEDULE_DROP_DOWN_TOOLTIP                 :{BLACK}選択された指令に運行計画を設定または解除します
STR_TIMETABLE_ASSIGN_SCHEDULE_NONE                              :運行計画がありません
STR_TIMETABLE_ASSIGN_SCHEDULE_ID                                :運行計画 {NUM}

STR_TIMETABLE_AUTOSEP_TIMETABLE_INCOMPLETE                      :{BLACK}ダイヤが不完全なため自動分離は行われません
STR_TIMETABLE_AUTOSEP_OK                                        :{BLACK}ダイヤは自動分離されています
STR_TIMETABLE_AUTOSEP_SINGLE_VEH                                :{BLACK}輸送機器が一つしかないためダイヤの分離は行われません
STR_TIMETABLE_WARNING_AUTOSEP_CONDITIONAL                       :{BLACK}ダイヤの自動分離ができません: 条件付き指令が存在します
STR_TIMETABLE_WARNING_AUTOSEP_MISSING_TIMINGS                   :{BLACK}ダイヤの自動分離ができません: 待機時間か運行時間が見つかりません
STR_TIMETABLE_WARNING_FULL_LOAD                                 :{BLACK}満積載指令のダイヤは推奨されていません
STR_TIMETABLE_WARNING_AUTOFILL_CONDITIONAL                      :{BLACK}オートフィルは条件付き指令の条件が合致する場合の道程のみ更新を行います
STR_TIMETABLE_NON_TIMETABLED_BRANCH                             :{BLACK}条件付き指令の条件が合致する場合の全ての運行時間が設定されていません
STR_TIMETABLE_WARNING_NO_SCHEDULED_DISPATCH_ORDER_ASSIGNED      :{BLACK}運行計画が指令に割り当てられていません
STR_TIMETABLE_WARNING_SCHEDULED_DISPATCH_ORDER_NO_WAIT_TIME     :{BLACK}運行計画指令には運休時間がダイヤに設定されている必要があります
STR_TIMETABLE_WARNING_SCHEDULE_ID                               :{BLACK}運行計画 {NUM}: {STRING}
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION                         :{BLACK}『自動化』を有効にして自動でウェイトと運行する時間を設定/更新しましょう。
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION_2                       :{BLACK}(代わりに、『オートフィル』を有効にするか手動で時刻表の値設定を埋めることもできます)。

STR_TIMETABLE_WARNINGS_OMITTED                                  :{BLACK}以下 {NUM} の警告が省略されました...

STR_TIMETABLE_ARRIVAL_ABBREVIATION                              :着:
STR_TIMETABLE_DEPARTURE_ABBREVIATION                            :発:

STR_DATE_MINUTES_MINUTE_TOOLTIP                                 :{BLACK}分を選択
STR_DATE_MINUTES_HOUR_TOOLTIP                                   :{BLACK}時を選択

STR_TIME_CAPTION                                                :{WHITE}時刻設定

# Cargo type orders Window
STR_CARGO_TYPE_ORDERS_LOAD_CAPTION                              :{WHITE}{VEHICLE} ({NUM}: {STATION} で積載)
STR_CARGO_TYPE_ORDERS_UNLOAD_CAPTION                            :{WHITE}{VEHICLE} ({NUM}: {STATION}で荷下ろし)
STR_CARGO_TYPE_ORDERS_LOAD_TITLE                                :{GOLD}積載する貨物の種類の選択:
STR_CARGO_TYPE_ORDERS_UNLOAD_TITLE                              :{GOLD}荷下ろしする貨物の種類の選択:
STR_CARGO_TYPE_ORDERS_CLOSE_BUTTON                              :{BLACK}閉じる

STR_CARGO_TYPE_ORDERS_DROP_FULL_LOAD                            :全積載
STR_CARGO_TYPE_LOAD_ORDERS_DROP_TOOLTIP                         :{BLACK}この貨物の種類の積載の挙動を設定します
STR_CARGO_TYPE_UNLOAD_ORDERS_DROP_TOOLTIP                       :{BLACK}この貨物の種類の荷下ろしの挙動を設定します
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_LABEL                          :{BLACK}すべて次に設定する:
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_TOOLTIP                        :{BLACK}すべての貨物の種類の指令をドロップダウンで選択されたものに設定します


STR_SCREENSHOT_WORLD_SCREENSHOT_DEFAULT_ZOOM                    :{BLACK}標準のズームでスクリーンショット
STR_SCREENSHOT_WORLD_SCREENSHOT_CURRENT_ZOOM                    :{BLACK}現在のズームでスクリーンショット

STR_SCREENSHOT_TOPOGRAPHY_SCREENSHOT                            :{BLACK}地形のスクリーンショット
STR_SCREENSHOT_INDUSTRY_SCREENSHOT                              :{BLACK}産業のスクリーンショット

# Plans window
STR_PLANS_CAPTION                                               :{WHITE}計画一覧表
STR_PLANS_NEW_PLAN                                              :{BLACK}新規計画
STR_PLANS_NEW_PLAN_TOOLTIP                                      :{BLACK}新しい計画を作る
STR_PLANS_ADD_LINES                                             :{BLACK}作成・編集
STR_PLANS_ADDING_LINES                                          :{BLACK}作成・編集中
STR_PLANS_ADD_LINES_TOOLTIP                                     :{BLACK}選択した計画に線を追加します
STR_PLANS_HIDE_ALL                                              :{BLACK}全て隠す
STR_PLANS_HIDE_ALL_TOOLTIP                                      :{BLACK}全ての計画を画面から隠します。
STR_PLANS_SHOW_ALL                                              :{BLACK}全て表示
STR_PLANS_SHOW_ALL_TOOLTIP                                      :{BLACK}全ての計画を画面に表示します。
STR_PLANS_VISIBILITY_PRIVATE                                    :{BLACK}秘匿にする
STR_PLANS_VISIBILITY_PUBLIC                                     :{BLACK}公表にする
STR_PLANS_VISIBILITY_TOOLTIP                                    :{BLACK}計画を秘匿にするか公表にするかを設定します。 公表した計画は他の会社にも表示されていますが、他の会社は編集できません。
STR_PLANS_COLOUR                                                :{BLACK}色
STR_PLANS_COLOUR_TOOLTIP                                        :{BLACK}計画の色を設定します。
STR_PLANS_DELETE                                                :{BLACK}削除
STR_PLANS_DELETE_TOOLTIP                                        :{BLACK}計画を削除します
STR_PLANS_TAKE_OWNERSHIP                                        :{BLACK}所有権を取得
STR_PLANS_TAKE_OWNERSHIP_TOOLTIP                                :{BLACK}選択された所有されていない計画の所有権を取得します
STR_PLANS_LIST_ITEM_PLAN_PRIVATE                                :[プライベート]: {STRING}
STR_PLANS_LIST_ITEM_PLAN                                        :第{NUM}計画: {NUM} 線 ({DATE_SHORT})
STR_PLANS_LIST_ITEM_NAMED_PLAN                                  :{STRING}: {NUM} 線 ({DATE_SHORT})
STR_PLANS_LIST_ITEM_LINE                                        : -- 第{NUM}線: {NUM} セグメント
STR_PLANS_LIST_TOOLTIP                                          :{BLACK}ダブルクリックで計画の詳細な表示・編集出来ます。{}Ctrl+クリックでスクロールします。
STR_PLANS_QUERY_RENAME_PLAN                                     :{WHITE}計画名を変更

STR_WARNING_LOADGAME_REMOVED_UNCORRECTABLE_VEHICLES             :{WHITE}訂正不可能な問題が発生したため {NUM} 個の輸送機器をロード時に削除しました

STR_GAME_SAVELOAD_FROM_VERSION                                  : バージョン {PUSH_COLOUR}{ORANGE}{STRING}{POP_COLOUR} から{}
STR_GAME_SAVELOAD_ERROR_TOO_NEW_FEATURE_VERSION                 :セーブデータ {0:STRING} はバージョン {PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR} の機能 '{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}' を利用していますが、対応している最高のバージョンは {PUSH_COLOUR}{ORANGE}{3:NUM}{POP_COLOUR} です
STR_GAME_SAVELOAD_ERROR_UNKNOWN_FEATURE                         :セーブデータ {0:STRING} にサポートされていない不明な機能 '{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}' (バージョン: {PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR}) が存在します

STR_GAME_SAVELOAD_ERROR_HUGE_AIRPORTS_PRESENT                   :huge airports を利用しているセーブデータです
STR_GAME_SAVELOAD_ERROR_HELI_OILRIG_BUG                         :バグのある油田にアプローチしているヘリコプターがあるセーブデータです

# Clear area query
STR_QUERY_CLEAR_AREA_CAPTION                                    :{WHITE}エリアをクリア
STR_CLEAR_AREA_CONFIRMATION_TEXT                                :{YELLOW}重要な建造物を破壊しようとしています。本当に続行しますか？

STR_ERROR_CAN_T_BUILD_HOUSE_HERE                                :{WHITE}ここには家屋を配置できません
STR_ERROR_BUILDING_NOT_ALLOWED_IN_THIS_TOWN_ZONE                :{WHITE}この街区で許可されていません。
STR_ERROR_BUILDING_NOT_ALLOWED_ABOVE_SNOW_LINE                  :{WHITE}雪線の上で許可されていません。
STR_ERROR_BUILDING_NOT_ALLOWED_BELOW_SNOW_LINE                  :{WHITE}雪線の下で許可されていません。
STR_ERROR_TOO_MANY_HOUSE_SETS                                   :{WHITE}街に家屋セットが多すぎます
STR_ERROR_TOO_MANY_HOUSE_TYPES                                  :{WHITE}街に家屋の種類が多すぎます
STR_ERROR_BUILDING_IS_TOO_OLD                                   :{WHITE}建物が古すぎます。
STR_ERROR_BUILDING_IS_TOO_MODERN                                :{WHITE}建物が新しすぎます。
STR_ERROR_ONLY_ONE_BUILDING_ALLOWED_PER_TOWN                    :{WHITE}この種類の建造物は一つの街に一つだけ配置できます。
STR_ERROR_NO_MORE_BUILDINGS_ALLOWED_PER_TOWN                    :{WHITE}この種類の建造物が街に多すぎます。
STR_ERROR_BUILDING_NOT_ALLOWED                                  :{WHITE}疎の建造物は許可されていません。
STR_ERROR_TOO_MANY_DOCKS                                        :{WHITE}埠頭が多すぎます
STR_ERROR_CAN_T_BUILD_ROAD_WAYPOINT                             :{WHITE}ここには路上通過点を建設できません
STR_ERROR_CAN_T_REMOVE_ROAD_WAYPOINT                            :{WHITE}この路上通過点を撤去できません
STR_ERROR_MUST_REMOVE_ROADWAYPOINT_FIRST                        :{WHITE}路上通過点を先に撤去してください
STR_ERROR_UNSUITABLE_SIGNAL_TYPE                                :{WHITE}信号の種類が不適切です
STR_ERROR_SIGNAL_CHANGES                                        :{WHITE}プログラム可能な事前信号の評価数が上限に達しました

STR_ERROR_BRIDGE_TOO_LOW_FOR_STATION                            :{WHITE}駅に対して橋が低すぎます
STR_ERROR_BRIDGE_PILLARS_OBSTRUCT_STATION                       :{WHITE}橋脚が駅を塞いでいます
STR_ERROR_CHUNNEL_THROUGH_MAP_BORDER                            :{WHITE}海底トンネルの出口がマップ外です
STR_ERROR_CHUNNEL_RAMP                                          :{WHITE}海底トンネルでは、{NUM} 〜 {NUM} タイルの長さのみが許可されます。
STR_ERROR_TUNNEL_TOO_MANY                                       :{WHITE}トンネルが多すぎます
STR_ERROR_NO_DRILLING_ABOVE_CHUNNEL                             :{WHITE}海底トンネルを海上油田の下に建設することはできません。
STR_ERROR_ANOTHER_TUNNEL_IN_THE_WAY_FOR_CHUNNEL                 :{WHITE}他のトンネルの下を通るためには3タイル必要です。
STR_ERROR_CHUNNEL_ONLY_OVER_SEA                                 :{WHITE}海底トンネルは海を横断する場合にのみ利用可能です。
STR_ERROR_PURCHASE_LAND_LIMIT_REACHED                           :{WHITE}土地の範囲購入の上限に達しました
STR_ERROR_CANT_PURCHASE_OTHER_COMPANY_DEPOT                     :{WHITE}車庫は他社によって所有されていて、輸送機器の購入が許可されていません。
STR_ERROR_DEPOT_HAS_WRONG_RAIL_TYPE                             :{WHITE}列車庫はこのレールで列車を購入できません

STR_ERROR_CANNOT_MODIFY_TRACK_TRAIN_APPROACHING                 :{WHITE}運転中の列車が接近しています・・・

STR_ERROR_NO_ROAD_WAYPOINT                                      :{WHITE}通過点がありません...

# Plan related errors
STR_ERROR_TOO_MANY_PLANS                                        :{WHITE}計画の数が多すぎます
STR_ERROR_TOO_MANY_NODES                                        :{WHITE}計画戦のノードが多すぎます
STR_ERROR_NO_MORE_SPACE_FOR_LINES                               :{WHITE}線を引くスペースがありません
STR_ERROR_CAN_T_RENAME_PLAN                                     :{WHITE}計画の名前を変更できません

STR_TRADITIONAL_TRAIN_NAME                                      :列車{COMMA}
STR_TRADITIONAL_ROAD_VEHICLE_NAME                               :車両{COMMA}
STR_TRADITIONAL_SHIP_NAME                                       :船舶{COMMA}
STR_TRADITIONAL_AIRCRAFT_NAME                                   :航空機{COMMA}

STR_FORMAT_DATE_MINUTES                                         :{0:STRING}:{1:STRING}

STR_HHMM_WITH_DATE_Y                                            :{TIME_HHMM} / {NUM}
STR_HHMM_WITH_DATE_YM                                           :{TIME_HHMM} / {DATE_SHORT}
STR_HHMM_WITH_DATE_YMD                                          :{TIME_HHMM} / {DATE_LONG}

STR_FORMAT_GROUP_VEHICLE_NAME_LONG                              :{GROUP} - {STRING}

STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP                            :{BROWN}{NUM} {STRING}
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_STATION                    :{BLACK}駅
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_VIA_STATION                :{GRAY}経
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_WAYPOINT                   :{GRAY}中
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_IMPLICIT                   :{GRAY}黙
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_DEPOT                      :{RED}庫
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_OVERFLOW                   :{RED}{NUM}x

STR_BLACK_PLUS                                                  :{BLACK}+

STR_DECIMAL1_WITH_SCALE                                         :{DECIMAL1} ({DECIMAL}倍)

STR_HIERARCHY_SEPARATOR                                         :{SP}/{SP}

STR_ZONING_TOOLBAR                                              :{WHITE}区域ツールバー
STR_ZONING_OUTER                                                :{BLACK}外側タイル境界線:
STR_ZONING_INNER                                                :{BLACK}内側タイル境界線:
STR_ZONING_OUTER_INFO                                           :{BLACK}外側タイル境界線で表現したい区域の種類を選択します。
STR_ZONING_INNER_INFO                                           :{BLACK}内側タイル境界線で表現したい区域の種類を選択します。

STR_ZONING_NO_ZONING                                            :無し
STR_ZONING_AUTHORITY                                            :自治体
STR_ZONING_CAN_BUILD                                            :建築不可
STR_ZONING_STA_CATCH                                            :駅の集荷
STR_ZONING_STA_CATCH_OPEN                                       :駅の集荷 (ウィンドウを開いているもの)
STR_ZONING_BUL_UNSER                                            :サービス提供されていない建築物
STR_ZONING_IND_UNSER                                            :サービス提供されていない産業
STR_ZONING_TRACERESTRICT                                        :制限信号
STR_ZONING_2x2_GRID                                             :2x2の街路グリッド
STR_ZONING_3x3_GRID                                             :3x3の街路グリッド
STR_ZONING_ONE_WAY_ROAD                                         :一方通行道路

STR_STATION_RATING_TOOLTIP_RATING_DETAILS                       :{STRING} 評価の詳細
STR_STATION_RATING_TOOLTIP_TOTAL_RATING                         :総合評価: {LTBLUE}{NUM}%

STR_STATION_RATING_TOOLTIP_USING_CHEAT                          :チートが有効

STR_STATION_RATING_TOOLTIP_NEWGRF_RATING                        :NewGRF駅の評価: {STRING} {BLACK}次がベース
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_0                      :{GOLD}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_1                      :{LTBLUE}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_SPEED                         :最後の最高速: {LTBLUE}{VELOCITY} ({STRING})
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITUNITS                     :貨物の待機 (次の停留所までの平均): {LTBLUE}{NUM}
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITTIME                      :最後の積載からの時間: {LTBLUE}{NUM} 日

STR_STATION_RATING_MAX_PERCENTAGE                               : (最大 {PLUS_NUM}%)
STR_STATION_RATING_MAX_PERCENTAGE_COMMA                         :, 最大 {PLUS_NUM}%
STR_STATION_RATING_PERCENTAGE_COMMA                             :, {PLUS_NUM}%

STR_STATION_RATING_TOOLTIP_SPEED                                :最後の輸送機器{STRING}の最高速度: {COLOUR}{VELOCITY}{STRING} ({STRING})

STR_STATION_RATING_TOOLTIP_AGE                                  :最後の輸送機器{STRING}の運用年数: {COLOUR}{NUM}年{STRING}

STR_STATION_RATING_TOOLTIP_WAITTIME                             :最後の{STRING}積載からの時間: {STRING}
STR_STATION_RATING_TOOLTIP_WAITTIME_SHIP                        :最後の{STRING}積載からの時間: {STRING} (運送による)
STR_STATION_RATING_TOOLTIP_WAITTIME_VALUE                       :{COLOUR}{NUM} 日{STRING}

STR_STATION_RATING_TOOLTIP_WAITUNITS                            :待機貨物 (次の停留所{STRING}毎の平均): {COLOUR}{NUM}{STRING}

STR_STATION_RATING_TOOLTIP_STATUE                               :銅像が街{STRING}に: {STRING}
STR_STATION_RATING_TOOLTIP_STATUE_NO                            :{GOLD}ない{STRING}
STR_STATION_RATING_TOOLTIP_STATUE_YES                           :{GREEN}ある{STRING}

STR_STATION_RATING_TOOLTIP_TRAIN                                :列車
STR_STATION_RATING_TOOLTIP_ROAD_VEHICLE                         :道路車両
STR_STATION_RATING_TOOLTIP_SHIP                                 :船舶
STR_STATION_RATING_TOOLTIP_AIRCRAFT                             :航空機
STR_STATION_RATING_TOOLTIP_INVALID                              :N/A

STR_TMPL_RPL_TITLE                                              :{WHITE}テンプレート置換
STR_TMPL_TEMPLATE_REPLACEMENT                                   :テンプレート置換
STR_TMPL_TRAINS_IN_GROUP                                        :{BLACK}グループ内の列車
STR_TMPL_AVAILABLE_TEMPLATES                                    :{BLACK}利用可能なテンプレート
STR_TMPL_DEFINE_TEMPLATE                                        :{BLACK}新規
STR_TMPL_EDIT_TEMPLATE                                          :{BLACK}編集
STR_TMPL_CREATE_CLONE_VEH                                       :{BLACK}クローン
STR_TMPL_DELETE_TEMPLATE                                        :{BLACK}削除
STR_TMPL_RENAME_TEMPLATE                                        :{BLACK}テンプレートの名称変更
STR_TMPL_RPL_ALL_TMPL                                           :{BLACK}すべてのテンプレートを置換
STR_TMPL_NEW_VEHICLE                                            :{BLACK}新しい輸送機器
STR_TMPL_CONFIRM                                                :{BLACK}Ok
STR_TMPL_CANCEL                                                 :{BLACK}取り消し
STR_TMPL_NEW                                                    :{BLACK}新しいテンプレート輸送機器
STR_TMPL_REFIT                                                  :{BLACK}改造
STR_TMPL_GROUP_INFO                                             :{BLACK}グループ情報: {ORANGE}
STR_TMPL_TEMPLATE_INFO                                          :{BLACK}テンプレート情報: {ORANGE}
STR_TMPL_RPL_START                                              :{BLACK}置換開始
STR_TMPL_RPL_START_TOOLTIP                                      :{BLACK}置換を開始して選択されたグループの編成に選択されたテンプレートを適用します
STR_TMPL_RPL_STOP                                               :{BLACK}置換停止
STR_TMPL_RPL_STOP_TOOLTIP                                       :{BLACK}選択されたグループの編成の置換を停止します
STR_TMPL_TEMPLATE_OVR_VALUE                                     :{BLACK}購入費用: {GOLD}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_VALUE_LTBLUE                              :{BLACK}購入費用: {LTBLUE}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_RUNNING_COST                              :{BLACK}予測運用費: {LTBLUE}{CURRENCY_LONG}
